Date,Price,Open,High,Low,Vol.,Change
2017-02-24,2000.38,1990.85,2000.90,1989.12,175700000,0.42
2017-02-27,1988.77,2001.63,2003.67,1987.15,172900000,-0.58
2017-02-28,2001.32,1990.34,2001.32,1989.15,155300000,0.63
2017-03-01,2008.87,2004.00,2016.30,2002.65,180200000,0.38
2017-03-02,1997.72,2010.72,2013.52,1996.90,176600000,-0.56
2017-03-03,2001.91,1991.83,2003.81,1985.53,164700000,0.21
2017-03-06,2025.54,2003.56,2025.54,2003.56,177200000,1.18
2017-03-07,2031.63,2026.18,2031.63,2020.68,177399999,0.30
2017-03-08,2024.28,2030.92,2030.92,2017.85,160900000,-0.36
2017-03-09,2009.55,2021.43,2021.44,2005.36,160799999,-0.73
2017-03-10,2013.64,2008.17,2018.34,2008.17,147300000,0.20
2017-03-13,2029.89,2012.69,2029.89,2000.76,165500000,0.81
2017-03-14,2027.11,2030.24,2034.51,2023.48,161400000,-0.14
2017-03-15,2026.76,2023.72,2029.29,2018.65,156600000,-0.02
2017-03-16,2046.31,2030.61,2046.31,2030.61,186100000,0.96
2017-03-17,2029.73,2047.15,2054.02,2029.59,203700000,-0.81
2017-03-20,2036.05,2028.00,2036.05,2021.54,169300000,0.31
2017-03-21,2043.94,2035.01,2043.94,2033.01,159500000,0.39
2017-03-22,2037.89,2034.56,2042.37,2024.20,182100000,-0.30
2017-03-23,2038.60,2038.32,2046.59,2017.07,187200000,0.03
2017-03-24,2046.74,2038.33,2048.89,2035.78,184899999,0.40
2017-03-27,2039.41,2047.02,2048.83,2037.50,179100000,-0.36
2017-03-28,2034.22,2037.92,2041.84,2030.93,158400000,-0.25
2017-03-29,2019.39,2034.67,2036.80,2016.77,185000000,-0.73
2017-03-30,1979.58,2015.20,2015.20,1975.98,209500000,-1.97
2017-03-31,1986.47,1978.93,1988.90,1975.27,159500000,0.35
2017-04-05,2023.20,1995.81,2023.20,1995.81,201600000,1.85
2017-04-06,2029.21,2026.30,2032.29,2022.57,191100000,0.30
2017-04-07,2028.33,2027.87,2034.79,2024.42,205000000,-0.04
2017-04-10,2008.50,2025.25,2025.25,2006.48,239500000,-0.98
2017-04-11,2022.38,2006.66,2022.50,1986.75,267399999,0.69
2017-04-12,2007.00,2020.61,2021.74,2006.42,256400000,-0.76
2017-04-13,2014.67,2004.32,2020.66,2002.85,204899999,0.38
2017-04-14,1986.65,2014.82,2014.85,1985.23,218500000,-1.39
2017-04-17,1958.55,1976.15,1976.15,1949.75,194200000,-1.41
2017-04-18,1946.42,1957.04,1968.30,1944.72,184300000,-0.62
2017-04-19,1932.46,1939.65,1940.87,1910.65,198700000,-0.72
2017-04-20,1928.78,1931.68,1942.06,1916.21,173500000,-0.19
2017-04-21,1920.22,1928.42,1936.28,1918.35,144500000,-0.44
2017-04-24,1873.37,1914.26,1914.26,1869.41,160100000,-2.44
2017-04-25,1882.86,1874.28,1892.94,1873.25,154100000,0.51
2017-04-26,1889.79,1881.40,1895.23,1880.98,165400000,0.37
2017-04-27,1900.03,1885.02,1902.56,1853.50,204600000,0.54
2017-04-28,1906.92,1895.56,1906.92,1893.07,164500000,0.36
2017-05-02,1906.88,1903.32,1907.79,1897.98,157900000,0.00
2017-05-03,1901.75,1904.55,1911.13,1893.55,168100000,-0.27
2017-05-04,1896.36,1897.09,1912.62,1887.18,176100000,-0.28
2017-05-05,1872.79,1890.47,1893.05,1872.79,166200000,-1.24
2017-05-08,1835.59,1867.53,1870.20,1835.59,164400000,-1.99
2017-05-09,1847.64,1828.34,1847.64,1818.12,139000000,0.66
2017-05-10,1822.56,1846.92,1859.38,1822.10,156200000,-1.36
2017-05-11,1819.15,1811.21,1819.15,1777.52,173400000,-0.19
2017-05-12,1820.20,1815.33,1823.77,1805.31,141000000,0.06
2017-05-15,1827.02,1823.26,1832.47,1823.26,133000000,0.37
2017-05-16,1865.27,1823.48,1865.27,1812.57,187800000,2.09
2017-05-17,1867.68,1863.98,1878.73,1862.77,192100000,0.13
2017-05-18,1855.99,1853.59,1870.62,1849.03,160200000,-0.63
2017-05-19,1853.71,1855.80,1861.63,1845.21,143500000,-0.12
2017-05-22,1828.22,1851.87,1858.58,1822.57,157600000,-1.38
2017-05-23,1789.47,1823.44,1827.77,1788.55,169700000,-2.12
2017-05-24,1798.87,1781.27,1798.87,1757.78,144800000,0.53
2017-05-25,1811.90,1795.68,1815.84,1779.15,174100000,0.72
2017-05-26,1810.11,1810.54,1818.31,1805.87,155700000,-0.10
2017-05-31,1808.30,1828.01,1834.74,1807.49,156900000,-0.10
2017-06-01,1773.61,1802.08,1803.89,1773.20,155200000,-1.92
2017-06-02,1788.60,1767.30,1791.44,1753.53,148400000,0.85
2017-06-05,1800.93,1791.11,1805.00,1791.11,134600000,0.69
2017-06-06,1810.80,1798.85,1810.80,1795.70,128200000,0.55
2017-06-07,1850.53,1810.55,1850.53,1809.96,195100000,2.19
2017-06-08,1852.86,1850.61,1858.26,1848.70,181600000,0.13
2017-06-09,1857.17,1852.40,1857.67,1844.88,163700000,0.23
2017-06-12,1836.76,1849.37,1853.77,1835.15,157400000,-1.10
2017-06-13,1859.88,1834.01,1861.44,1833.78,154700000,1.26
2017-06-14,1852.79,1857.69,1860.88,1850.79,161600000,-0.38
2017-06-15,1869.71,1849.88,1871.80,1849.87,178500000,0.91
2017-06-16,1866.05,1869.66,1872.14,1863.24,157600000,-0.20
2017-06-19,1876.85,1865.06,1876.85,1865.06,147900000,0.58
2017-06-20,1879.06,1879.45,1886.15,1876.47,173700000,0.12
2017-06-21,1887.19,1883.53,1887.19,1872.72,165200000,0.43
2017-06-22,1862.84,1885.81,1891.41,1862.84,189700000,-1.29
2017-06-23,1871.34,1859.68,1871.34,1842.92,171000000,0.46
2017-06-26,1896.79,1871.72,1896.79,1871.72,177300000,1.36
2017-06-27,1898.54,1896.34,1901.87,1889.91,160500000,0.09
2017-06-28,1883.37,1894.00,1894.05,1880.86,153800000,-0.80
2017-06-29,1892.27,1884.47,1896.20,1884.47,149500000,0.47
2017-06-30,1897.69,1886.67,1898.83,1883.89,144100000,0.29
2017-07-03,1905.20,1898.32,1905.20,1890.88,156400000,0.40
2017-07-04,1896.53,1904.26,1904.26,1891.24,160700000,-0.46
2017-07-05,1913.14,1894.70,1913.14,1892.45,169300000,0.88
2017-07-06,1914.59,1911.98,1917.26,1898.92,201000000,0.08
2017-07-07,1918.13,1910.41,1918.13,1908.39,194700000,0.18
2017-07-10,1905.37,1914.19,1916.78,1903.19,212700000,-0.67
2017-07-11,1891.60,1902.58,1909.02,1891.60,187900000,-0.72
2017-07-12,1889.45,1890.46,1894.98,1868.32,188700000,-0.11
2017-07-13,1888.70,1887.74,1892.58,1883.39,172200000,-0.04
2017-07-14,1881.01,1885.53,1885.61,1875.51,160900000,-0.41
2017-07-17,1800.54,1872.23,1872.33,1795.65,244600000,-4.28
2017-07-18,1811.33,1792.01,1811.33,1784.42,176000000,0.60
2017-07-19,1839.06,1807.31,1839.06,1803.68,214200000,1.53
2017-07-20,1847.97,1837.48,1853.86,1836.16,204400000,0.48
2017-07-21,1845.81,1845.40,1852.28,1842.88,178600000,-0.12
2017-07-24,1854.67,1842.91,1855.13,1840.23,197200000,0.48
2017-07-25,1848.59,1853.02,1857.43,1841.39,179700000,-0.33
2017-07-26,1843.12,1849.65,1851.98,1833.93,193400000,-0.30
2017-07-27,1865.96,1840.83,1868.28,1831.86,250600000,1.24
2017-07-28,1868.37,1863.13,1871.84,1861.69,206500000,0.13
2017-07-31,1879.10,1868.18,1881.15,1864.30,236500000,0.57
2017-08-01,1882.47,1878.62,1882.68,1873.35,233000000,0.18
2017-08-02,1869.32,1882.02,1885.45,1868.28,248400000,-0.70
2017-08-03,1869.21,1866.01,1879.87,1862.76,225200000,-0.01
2017-08-04,1858.49,1868.23,1872.01,1858.49,237500000,-0.57
2017-08-07,1872.29,1857.27,1872.29,1856.89,193400000,0.74
2017-08-08,1879.16,1872.76,1881.69,1867.96,229000000,0.37
2017-08-09,1885.55,1877.94,1885.59,1873.10,213400000,0.34
2017-08-10,1872.60,1881.79,1888.85,1860.24,219000000,-0.69
2017-08-11,1842.60,1860.12,1867.12,1840.98,223500000,-1.60
2017-08-14,1879.77,1844.48,1879.77,1844.48,202600000,2.02
2017-08-15,1887.28,1881.10,1887.28,1877.18,190200000,0.40
2017-08-16,1898.39,1885.71,1901.64,1880.26,217100000,0.59
2017-08-17,1909.38,1898.01,1909.73,1896.33,223700000,0.58
2017-08-18,1902.25,1898.36,1906.05,1894.15,198000000,-0.37
2017-08-21,1916.42,1903.78,1916.42,1903.78,186800000,0.74
2017-08-22,1908.32,1916.19,1916.27,1904.59,191600000,-0.42
2017-08-23,1902.00,1905.99,1909.23,1895.17,171000000,-0.33
2017-08-24,1890.48,1901.37,1903.31,1887.64,162200000,-0.61
2017-08-25,1910.13,1890.35,1911.55,1890.32,174500000,1.04
2017-08-28,1936.76,1913.16,1943.16,1913.16,233000000,1.39
2017-08-29,1932.06,1935.55,1939.51,1928.85,209000000,-0.24
2017-08-30,1938.90,1931.02,1940.80,1931.02,205600000,0.35
2017-08-31,1944.94,1939.77,1944.94,1934.18,193800000,0.31
2017-09-01,1956.35,1946.32,1956.35,1943.14,236800000,0.59
2017-09-04,1968.12,1956.23,1968.85,1952.28,253900000,0.60
2017-09-05,1972.14,1967.06,1973.38,1961.43,226200000,0.20
2017-09-06,1979.53,1967.00,1979.53,1963.44,236900000,0.37
2017-09-07,1972.74,1980.37,1987.74,1972.22,251500000,-0.34
2017-09-08,1975.87,1971.17,1981.52,1964.89,219300000,0.16
2017-09-11,1991.73,1976.61,1991.73,1974.45,228200000,0.80
2017-09-12,1986.21,1993.16,2001.58,1982.74,297500000,-0.28
2017-09-13,1994.98,1984.90,1994.98,1980.83,217500000,0.44
2017-09-14,1993.53,1995.50,2002.42,1987.16,237600000,-0.07
2017-09-15,1987.98,1991.38,1995.63,1982.62,227700000,-0.28
2017-09-18,2002.74,1986.32,2002.74,1986.32,206100000,0.74
2017-09-19,1995.60,2003.49,2006.73,1989.67,213100000,-0.36
2017-09-20,2012.23,1994.14,2012.23,1992.70,220600000,0.83
2017-09-21,1995.42,2011.98,2015.42,1995.42,221600000,-0.84
2017-09-22,1988.59,1989.97,1992.99,1979.76,194200000,-0.34
2017-09-25,1963.90,1985.92,1987.17,1961.57,183700000,-1.24
2017-09-26,1964.03,1961.43,1966.67,1953.32,167800000,0.01
2017-09-27,1979.28,1963.61,1982.16,1963.61,170400000,0.78
2017-09-28,1974.78,1977.56,1984.66,1974.65,182900000,-0.23
2017-09-29,1988.49,1976.46,1989.05,1976.46,181100000,0.69
2017-10-09,2014.43,2013.57,2019.34,2007.05,216700000,1.30
2017-10-10,2030.18,2013.81,2030.18,2012.64,214400000,0.78
2017-10-11,2026.47,2030.22,2034.52,2024.81,229899999,-0.18
2017-10-12,2023.36,2025.16,2028.92,2010.39,198800000,-0.15
2017-10-13,2036.81,2023.70,2037.04,2022.63,195000000,0.66
2017-10-16,2005.95,2035.70,2036.17,2005.13,236300000,-1.52
2017-10-17,2008.06,2002.15,2014.16,1996.64,157400000,0.11
2017-10-18,2000.11,2007.89,2014.51,1996.20,178800000,-0.40
2017-10-19,1983.72,1998.21,2001.37,1981.39,182600000,-0.82
2017-10-20,1999.68,1979.36,1999.68,1977.92,144400000,0.80
2017-10-23,2012.05,1999.29,2012.05,1997.82,154500000,0.62
2017-10-24,2009.65,2009.55,2011.30,1996.77,156300000,-0.12
2017-10-25,2025.32,2008.31,2025.32,2007.32,160000000,0.78
2017-10-26,2030.35,2023.62,2035.27,2020.74,183900000,0.25
2017-10-27,2023.50,2029.09,2032.76,2020.68,177000000,-0.34
2017-10-30,1988.48,2021.53,2023.57,1971.63,223400000,-1.73
2017-10-31,2002.28,1985.23,2002.28,1984.53,156000000,0.69
2017-11-01,2003.44,2002.51,2012.14,2000.11,163000000,0.06
2017-11-02,1989.98,2000.92,2000.92,1986.03,181200000,-0.67
2017-11-03,1975.92,1988.87,1994.51,1966.65,179800000,-0.71
2017-11-06,1999.30,1976.31,1999.30,1970.20,178700000,1.18
2017-11-07,2012.72,1998.75,2012.72,1996.76,193600000,0.67
2017-11-08,2013.71,2011.08,2029.61,2009.54,210000000,0.05
2017-11-09,2028.69,2012.75,2028.69,2011.23,186000000,0.74
2017-11-10,2039.17,2026.64,2041.66,2024.44,204300000,0.52
2017-11-13,2045.18,2040.21,2046.67,2034.96,212900000,0.29
2017-11-14,2025.78,2044.32,2045.27,2018.61,218000000,-0.95
2017-11-15,2005.61,2019.85,2023.75,1995.18,179400000,-1.00
2017-11-16,2010.13,2002.45,2014.77,1999.07,180000000,0.23
2017-11-17,1954.30,2006.88,2008.75,1954.05,236700000,-2.78
2017-11-20,1971.93,1944.25,1971.93,1913.03,183800000,0.90
2017-11-21,1987.45,1968.73,1989.31,1966.05,201200000,0.79
2017-11-22,1982.28,1986.94,1996.99,1965.83,196800000,-0.26
2017-11-23,1924.45,1976.23,1976.23,1923.26,196400000,-2.92
2017-11-24,1922.72,1917.12,1931.75,1910.27,159700000,-0.09
2017-11-27,1892.82,1918.19,1918.19,1890.43,164600000,-1.56
2017-11-28,1918.32,1890.19,1918.32,1890.19,146000000,1.35
2017-11-29,1919.06,1918.84,1920.94,1894.53,173200000,0.04
2017-11-30,1901.86,1912.67,1918.94,1896.54,150800000,-0.90
2017-12-01,1916.80,1900.25,1921.91,1899.75,148400000,0.79
2017-12-04,1902.91,1914.34,1919.01,1901.36,157300000,-0.72
2017-12-05,1866.98,1898.43,1906.36,1857.57,177600000,-1.89
2017-12-06,1879.65,1863.42,1879.65,1845.37,158800000,0.68
2017-12-07,1868.42,1875.52,1881.44,1866.78,135400000,-0.60
2017-12-08,1891.51,1865.77,1895.09,1865.52,146200000,1.24
2017-12-11,1919.69,1894.55,1919.69,1894.55,158500000,1.49
2017-12-12,1901.09,1919.24,1920.84,1900.98,151000000,-0.97
2017-12-13,1915.77,1898.09,1915.77,1897.46,133800000,0.77
2017-12-14,1915.00,1914.70,1918.63,1905.88,146000000,-0.04
2017-12-15,1901.20,1912.47,1914.39,1895.69,157200000,-0.72
2017-12-18,1889.13,1899.19,1903.47,1882.31,133900000,-0.63
2017-12-19,1905.62,1889.19,1905.62,1889.14,130300000,0.87
2017-12-20,1891.52,1905.21,1905.59,1888.68,140100000,-0.74
2017-12-21,1905.05,1889.09,1909.57,1876.91,150900000,0.72
2017-12-22,1901.56,1903.57,1909.06,1899.10,129100000,-0.18
2017-12-25,1883.89,1900.40,1904.23,1878.68,148000000,-0.93
2017-12-26,1892.02,1882.11,1892.21,1871.67,140000000,0.43
2017-12-27,1878.80,1890.58,1893.87,1878.02,154700000,-0.70
2017-12-28,1887.34,1876.82,1893.92,1874.93,159800000,0.45
2017-12-29,1899.34,1888.05,1899.34,1887.41,139800000,0.64
2018-01-02,1919.20,1903.49,1919.20,1903.40,163700000,1.05
2018-01-03,1934.00,1919.04,1937.20,1916.94,198400000,0.77
2018-01-04,1940.96,1932.19,1941.19,1930.05,180400000,0.36
2018-01-05,1941.80,1939.80,1946.03,1936.68,188000000,0.04
2018-01-08,1945.98,1941.31,1945.98,1931.80,203600000,0.22
2018-01-09,1952.18,1944.57,1952.18,1942.43,184100000,0.32
2018-01-10,1945.66,1951.25,1951.47,1931.50,196300000,-0.33
2018-01-11,1953.12,1941.60,1955.47,1935.25,189899999,0.38
2018-01-12,1948.93,1951.34,1956.62,1943.90,186000000,-0.21
2018-01-15,1913.77,1945.28,1946.78,1909.52,224400000,-1.80
2018-01-16,1927.56,1909.98,1928.13,1909.91,192900000,0.72
2018-01-17,1921.74,1924.41,1925.45,1899.38,213500000,-0.30
2018-01-18,1924.20,1918.65,1928.74,1917.94,155600000,0.13
2018-01-19,1921.54,1923.18,1935.09,1918.49,183400000,-0.14
2018-01-22,1943.91,1917.91,1943.91,1912.37,181100000,1.16
2018-01-23,1950.99,1943.36,1952.21,1943.00,174200000,0.36
2018-01-24,1960.93,1949.12,1961.66,1937.49,210700000,0.51
2018-01-25,1953.30,1957.15,1966.14,1952.85,213800000,-0.39
2018-01-26,1950.21,1947.59,1956.14,1946.09,175600000,-0.16
2018-01-29,1919.80,1948.35,1949.64,1915.30,199700000,-1.56
2018-01-30,1909.57,1914.71,1921.39,1906.23,158000000,-0.53
2018-01-31,1877.82,1898.44,1898.65,1872.12,194800000,-1.66
2018-02-01,1821.06,1873.96,1878.92,1818.77,224800000,-3.02
2018-02-02,1821.53,1807.30,1824.05,1780.36,184600000,0.03
2018-02-05,1806.30,1795.99,1812.91,1791.30,148700000,-0.84
2018-02-06,1726.09,1771.08,1779.89,1726.04,196900000,-4.44
2018-02-07,1714.39,1753.45,1761.53,1693.35,185400000,-0.68
2018-02-08,1734.57,1709.50,1738.82,1709.20,154400000,1.18
2018-02-09,1679.26,1692.51,1701.99,1658.46,193600000,-3.19
2018-02-12,1723.73,1688.03,1728.34,1688.03,145000000,2.65
2018-02-13,1730.83,1733.05,1748.64,1729.13,142200000,0.41
2018-02-14,1739.15,1732.24,1739.15,1723.19,100100000,0.48
2018-02-22,1771.97,1754.31,1772.57,1751.84,136200000,1.89
2018-02-23,1775.17,1772.47,1778.35,1761.81,140500000,0.18
2018-02-26,1815.02,1784.31,1816.88,1779.83,200200000,2.24
2018-02-27,1808.92,1815.28,1819.45,1805.34,195900000,-0.34
2018-02-28,1811.78,1794.55,1818.04,1785.44,186600000,0.16
2018-03-01,1834.01,1800.89,1834.01,1797.30,190100000,1.23
2018-03-02,1822.21,1821.69,1836.06,1818.86,184600000,-0.64
2018-03-05,1830.84,1825.59,1830.84,1818.38,159500000,0.47
2018-03-06,1852.22,1834.77,1852.22,1832.59,206500000,1.17
2018-03-07,1837.87,1849.33,1854.75,1836.37,179100000,-0.77
2018-03-08,1856.47,1836.53,1856.47,1836.53,165200000,1.01
2018-03-09,1885.38,1858.78,1886.44,1858.21,234600000,1.56
2018-03-12,1908.84,1895.34,1908.84,1895.23,261800000,1.24
2018-03-13,1895.31,1906.18,1910.67,1894.86,227800000,-0.71
2018-03-14,1878.51,1888.76,1895.88,1877.95,196100000,-0.89
2018-03-15,1874.41,1870.48,1881.13,1854.22,187600000,-0.22
2018-03-16,1863.03,1874.54,1881.30,1863.03,169600000,-0.61
2018-03-19,1868.05,1861.82,1876.16,1854.95,165799999,0.27
2018-03-20,1872.33,1854.27,1872.69,1849.84,177399999,0.23
2018-03-21,1858.61,1875.40,1888.56,1857.69,202500000,-0.73
2018-03-22,1849.60,1858.86,1867.49,1842.92,175799999,-0.48
2018-03-23,1766.61,1792.38,1812.77,1740.91,282400000,-4.49
2018-03-26,1790.35,1742.44,1790.35,1726.01,195799999,1.34
2018-03-27,1829.69,1807.88,1834.33,1807.88,222900000,2.20
2018-03-28,1812.36,1808.10,1831.70,1804.60,204800000,-0.95
2018-03-29,1830.09,1818.50,1832.44,1807.32,192600000,0.98
2018-03-30,1853.72,1833.65,1854.09,1833.37,209100000,1.29
2018-04-02,1856.66,1858.43,1869.55,1853.63,238700000,0.16
2018-04-03,1842.23,1833.17,1844.36,1827.49,208200000,-0.78
2018-04-04,1831.70,1847.16,1854.90,1830.72,193200000,-0.57
2018-04-09,1831.83,1825.50,1839.83,1810.50,185799999,0.01
2018-04-10,1841.22,1833.14,1841.22,1819.76,199700000,0.51
2018-04-11,1850.97,1845.08,1857.10,1844.45,191000000,0.53
2018-04-12,1840.27,1848.55,1854.97,1837.76,171700000,-0.58
2018-04-13,1834.38,1848.61,1854.28,1831.75,161800000,-0.32
2018-04-16,1824.77,1829.55,1836.95,1811.03,188200000,-0.52
2018-04-17,1784.56,1827.32,1831.87,1783.71,202300000,-2.20
2018-04-18,1803.84,1795.72,1806.71,1759.56,215799999,1.08
2018-04-19,1814.64,1803.78,1824.66,1801.55,204000000,0.60
2018-04-20,1778.34,1807.75,1814.63,1776.33,196800000,-2.00
2018-04-23,1764.20,1777.92,1786.74,1746.81,179600000,-0.80
2018-04-24,1804.41,1763.77,1804.41,1763.77,191000000,2.28
2018-04-25,1809.26,1796.56,1810.98,1794.26,183299999,0.27
2018-04-26,1770.40,1804.39,1805.25,1770.32,186300000,-2.15
2018-04-27,1776.13,1778.68,1784.55,1761.70,164800000,0.32
2018-05-02,1774.90,1780.19,1790.55,1764.54,160600000,-0.07
2018-05-03,1792.89,1771.82,1792.89,1753.72,177700000,1.01
2018-05-04,1789.07,1789.11,1798.70,1786.17,150600000,-0.21
2018-05-07,1822.18,1792.32,1822.18,1792.32,174200000,1.85
2018-05-08,1836.22,1823.31,1836.62,1823.31,182800000,0.77
2018-05-09,1834.56,1834.01,1837.37,1826.06,169500000,-0.09
2018-05-10,1844.04,1836.67,1844.04,1830.37,180900000,0.52
2018-05-11,1825.14,1845.96,1846.57,1825.11,180200000,-1.02
2018-05-14,1823.25,1825.10,1832.80,1817.90,169600000,-0.10
2018-05-15,1839.88,1825.27,1839.88,1817.51,157900000,0.91
2018-05-16,1832.27,1833.96,1845.17,1830.36,165500000,-0.41
2018-05-17,1822.70,1831.40,1833.48,1818.98,150700000,-0.52
2018-05-18,1828.79,1820.41,1829.56,1809.78,154600000,0.33
2018-05-21,1848.06,1838.73,1850.75,1838.73,191000000,1.05
2018-05-22,1855.16,1847.54,1855.16,1841.72,179500000,0.38
2018-05-23,1834.72,1851.36,1852.38,1834.72,186500000,-1.10
2018-05-24,1827.05,1833.87,1837.86,1824.75,158400000,-0.42
2018-05-25,1810.03,1825.43,1828.49,1808.14,172800000,-0.93
2018-05-28,1806.08,1808.10,1818.60,1794.79,169700000,-0.22
2018-05-29,1786.71,1802.42,1814.40,1786.55,168400000,-1.07
2018-05-30,1736.34,1761.93,1764.70,1734.28,197600000,-2.82
2018-05-31,1767.55,1748.79,1767.55,1738.47,174700000,1.80
2018-06-01,1746.33,1760.29,1767.59,1736.70,162700000,-1.20
2018-06-04,1747.96,1749.62,1753.79,1738.26,145800000,0.09
2018-06-05,1777.73,1748.66,1777.73,1748.66,152800000,1.70
2018-06-06,1779.15,1776.43,1782.77,1773.04,145500000,0.08
2018-06-07,1767.96,1783.91,1785.96,1766.99,147600000,-0.63
2018-06-08,1751.40,1764.01,1764.12,1739.42,151700000,-0.94
2018-06-11,1741.18,1747.37,1752.64,1735.91,131199999,-0.58
2018-06-12,1759.16,1741.86,1759.50,1726.44,142600000,1.03
2018-06-13,1731.43,1753.66,1754.64,1731.37,142900000,-1.58
2018-06-14,1721.89,1725.03,1741.35,1716.77,130700000,-0.55
2018-06-15,1691.65,1720.91,1725.74,1685.43,160000000,-1.76
2018-06-19,1594.05,1664.05,1666.25,1579.47,214200000,-5.77
2018-06-20,1612.60,1584.20,1619.54,1578.15,170000000,1.16
2018-06-21,1578.33,1610.22,1622.80,1577.75,173299999,-2.13
2018-06-22,1597.39,1567.05,1598.36,1556.06,152500000,1.21
2018-06-25,1587.31,1608.25,1612.51,1586.45,150000000,-0.63
2018-06-26,1596.17,1566.86,1598.52,1561.50,163299999,0.56
2018-06-27,1575.57,1596.26,1602.43,1570.15,158200000,-1.29
2018-06-28,1556.82,1570.15,1585.40,1555.97,152800000,-1.19
2018-06-29,1607.62,1559.47,1607.63,1557.31,180400000,3.26
2018-07-02,1582.26,1606.22,1611.60,1570.14,180799999,-1.58
2018-07-03,1594.24,1582.34,1595.24,1549.49,193200000,0.76
2018-07-04,1563.00,1587.53,1589.20,1557.01,170900000,-1.96
2018-07-05,1528.67,1560.79,1569.55,1527.72,163299999,-2.20
2018-07-06,1535.98,1529.81,1556.20,1504.96,186100000,0.48
2018-07-09,1574.54,1540.57,1574.54,1540.57,161700000,2.51
2018-07-10,1585.78,1576.85,1585.78,1570.56,163299999,0.71
2018-07-11,1554.62,1558.21,1565.54,1534.39,178800000,-1.96
2018-07-12,1597.17,1554.09,1601.00,1554.09,211300000,2.74
2018-07-13,1604.45,1597.84,1608.09,1595.34,186400000,0.46
2018-07-16,1602.84,1601.48,1607.60,1594.91,166700000,-0.10
2018-07-17,1600.08,1599.99,1600.08,1581.46,159200000,-0.17
2018-07-18,1588.12,1600.94,1607.99,1588.12,175300000,-0.75
2018-07-19,1575.58,1588.46,1595.57,1569.88,161600000,-0.79
2018-07-20,1593.30,1573.53,1596.76,1562.14,169899999,1.12
2018-07-23,1601.69,1583.28,1601.69,1578.49,199800000,0.53
2018-07-24,1625.84,1601.42,1628.00,1600.06,244700000,1.51
2018-07-25,1624.72,1626.38,1634.43,1621.47,213100000,-0.07
2018-07-26,1609.73,1624.57,1627.34,1606.37,229100000,-0.92
2018-07-27,1599.08,1607.80,1610.19,1595.80,188900000,-0.66
2018-07-30,1576.79,1597.13,1600.09,1569.45,178400000,-1.39
2018-07-31,1576.41,1574.05,1581.74,1568.78,148000000,-0.02
2018-08-01,1549.28,1579.41,1584.92,1549.28,173299999,-1.72
2018-08-02,1512.05,1542.88,1542.88,1481.33,211100000,-2.40
2018-08-03,1486.06,1508.80,1514.70,1486.06,152800000,-1.72
2018-08-06,1455.09,1481.83,1490.39,1446.87,159200000,-2.08
2018-08-07,1495.05,1458.20,1495.05,1446.76,171900000,2.75
2018-08-08,1466.70,1491.85,1493.97,1466.32,171700000,-1.90
2018-08-09,1505.64,1462.02,1512.41,1458.93,199899999,2.65
2018-08-10,1515.96,1505.09,1518.48,1503.12,159600000,0.69
2018-08-13,1520.71,1498.57,1521.99,1492.34,161000000,0.31
2018-08-14,1513.90,1518.48,1521.68,1508.79,152100000,-0.45
2018-08-15,1481.82,1513.65,1513.77,1480.36,163400000,-2.12
2018-08-16,1467.12,1463.99,1486.89,1451.51,157100000,-0.99
2018-08-17,1442.38,1477.88,1483.09,1439.76,152700000,-1.69
2018-08-20,1451.07,1441.31,1451.07,1421.03,149800000,0.60
2018-08-21,1471.28,1451.45,1473.26,1446.95,148500000,1.39
2018-08-22,1454.52,1468.31,1468.54,1452.78,133400000,-1.14
2018-08-23,1463.69,1453.49,1469.93,1449.44,140100000,0.63
2018-08-24,1460.33,1460.64,1470.20,1454.78,140500000,-0.23
2018-08-27,1496.71,1462.85,1496.71,1462.85,178400000,2.49
2018-08-28,1497.70,1497.05,1500.96,1491.42,162600000,0.07
2018-08-29,1489.29,1495.37,1496.11,1485.01,154400000,-0.56
2018-08-30,1467.18,1487.24,1492.36,1465.88,157400000,-1.48
2018-08-31,1451.38,1461.23,1464.28,1446.66,138900000,-1.08
2018-09-03,1448.93,1447.86,1449.37,1429.11,145300000,-0.17
2018-09-04,1465.79,1448.33,1468.58,1445.23,161400000,1.16
2018-09-05,1442.25,1461.37,1464.92,1442.25,166300000,-1.61
2018-09-06,1431.86,1436.78,1450.27,1426.67,144400000,-0.72
2018-09-07,1433.36,1434.26,1453.70,1424.23,160300000,0.10
2018-09-10,1406.92,1431.46,1431.87,1406.29,155400000,-1.84
2018-09-11,1409.34,1406.00,1416.74,1399.01,136000000,0.17
2018-09-12,1403.60,1408.45,1415.85,1400.61,128100000,-0.41
2018-09-13,1413.57,1415.69,1421.39,1393.02,156000000,0.71
2018-09-14,1402.51,1414.86,1416.00,1401.56,160000000,-0.78
2018-09-17,1380.98,1394.71,1394.71,1377.41,141900000,-1.54
2018-09-18,1404.15,1376.34,1404.15,1375.88,160500000,1.68
2018-09-19,1423.22,1400.61,1433.03,1398.39,200500000,1.36
2018-09-20,1420.02,1421.36,1429.77,1417.68,177800000,-0.22
2018-09-21,1445.11,1423.13,1445.77,1416.73,197600000,1.77
2018-09-25,1437.31,1434.69,1443.43,1430.11,150000000,-0.54
2018-09-26,1447.85,1439.75,1456.47,1435.77,182900000,0.73
2018-09-27,1429.61,1446.18,1448.39,1429.38,191400000,-1.26
